user_id,signup_date,age,region,acquisition_channel,kyc_status
U000076,2023-12-14 06:21:01,23,West,Referral,Verified
U000077,2023-08-30 01:02:23,34,East,Organic,Verified
U000078,2023-06-15 15:27:06,32,North,Referral,Verified
U000079,2024-02-17 02:02:17,41,North,Organic,Verified
U000080,2024-05-03 23:08:28,44,East,Organic,Verified
U000081,2024-11-17 10:09:46,55,East,Organic,Verified
U000082,2023-11-16 02:54:05,40,North,Affiliate,Verified
U000083,2023-04-28 07:15:23,25,South,Referral,Verified
U000084,2024-08-30 20:31:19,46,South,Paid Search,Rejected
U000085,2024-04-04 17:28:14,20,East,Organic,Verified
U000086,2024-05-26 04:38:40,63,South,Social,Verified
U000087,2023-03-12 23:24:38,58,South,Social,Verified
U000088,2023-08-17 00:39:48,29,North,paid search ,Verified
U000089,2024-07-14 12:37:31,31,Central,Referral,Verified
U000090,2024-08-30 13:11:30,19,East,Social,Pending
U000091,2023-11-14 16:59:45,37,North,Organic,Verified
U000092,2024-08-10 11:28:17,20,South,Organic,Verified
U000093,2024-09-06 10:26:29,67,South,Paid Search,Verified
U000094,2023-10-10 20:37:16,25,East,Paid Search,Verified
U000095,2024-10-17 14:29:42,52,East,Referral,Verified
U000096,2023-07-30 11:30:30,48,East,Paid Search,Verified
U000097,2023-06-24 21:03:08,30,West,Organic,Verified
U000098,2024-05-13 05:19:16,60,North,Paid Search,Verified
U000099,2024-04-09 20:04:01,23,South,Referral,Verified
U000100,2023-04-13 00:27:48,65,North,Organic,Pending
U000101,2024-08-30 21:32:52,57,South,Paid Search,Verified
U000102,2023-05-26 22:23:30,51,South,Organic,Pending
U000103,2024-08-10 13:49:56,64,West,Affiliate,Verified
U000104,2023-01-06 08:59:13,39,North,Organic,Verified
U000105,2024-08-04 16:40:55,32,East,Organic,Verified
U000106,2024-07-28 10:54:54,26,South,Affiliate,Pending
U000107,2024-07-23 15:58:58,66,South,Organic,Verified
U000108,2024-04-30 08:11:13,39,West,Referral,Verified
U000109,2023-12-11 05:51:22,61,North,Paid Search,Verified
U000110,2024-05-29 18:29:50,35,South,Affiliate,Pending
U000111,2023-07-22 07:10:15,68,South,Organic,Verified
U000112,2024-07-23 22:22:21,64,West,Organic,Pending
U000113,2024-02-10 14:56:05,34,North,Organic,Pending
U000114,2023-12-02 00:12:15,43,Central,Social,Verified
U000115,2024-01-05 02:13:17,60,Central,Affiliate,Pending
U000116,2024-02-20 04:20:44,29,West,Organic,Verified
U000117,2023-01-28 04:50:08,19,South,Organic,Verified
U000118,2023-04-13 01:14:36,33,West,Organic,Verified
U000119,2023-06-29 04:49:48,49,North,Organic,Pending
U000120,2023-03-25 14:34:00,25,Central,Organic,Verified
U000121,2023-11-17 22:01:47,35,East,Social,Verified
U000122,2024-05-02 22:25:11,66,North,Organic,Verified
U000123,2024-04-22 17:35:37,21,South,Social,Verified
U000124,2023-12-10 21:36:19,20,West,Organic,Verified
U000125,2024-09-16 05:00:06,40,Central,Affiliate,Verified
U000126,2024-02-17 14:56:11,18,East,Paid Search,Verified
U000127,2023-02-27 19:32:18,19,East,Organic,Verified
U000128,2024-07-12 10:46:47,27,West,Affiliate,Verified
U000129,2024-02-24 11:00:10,23,West,Organic,Pending
U000130,2024-04-08 08:15:53,60,West,Affiliate,Verified
U000131,2024-02-17 17:20:26,24,South,Referral,Verified
U000132,2024-02-09 02:42:39,45,East,Social,Pending
U000133,2023-03-08 02:43:25,55,West,Affiliate,Verified
U000134,2024-02-13 05:18:34,51,North,Organic,Verified
U000135,2024-08-03 06:52:08,52,South,Paid Search,Verified
U000136,2023-08-10 21:12:20,36,North,Referral,Verified
U000137,2024-03-16 01:43:33,65,South,Organic,Verified
U000138,2023-01-23 11:55:42,21,West,Paid Search,Pending
U000139,2023-09-11 16:11:09,23,North,Organic,Verified
U000140,2023-11-15 19:17:19,63,East,Referral,Verified
U000141,2024-12-18 09:34:35,21,North,Paid Search,Verified
U000142,2023-06-06 15:31:24,28,Central,Organic,Pending
U000143,2023-07-21 21:07:36,27,West,Social,Verified
U000144,2023-10-26 05:25:18,19,East,Affiliate,Verified
U000145,2024-12-25 15:30:05,24,West,Organic,Verified
U000146,2024-09-14 23:37:18,48,North,Organic,Verified
U000147,2023-01-26 07:49:14,53,West,Referral,Verified
U000148,2023-06-20 18:37:11,22,West,Organic,Pending
U000149,2024-08-22 19:44:10,67,North,Referral,Verified
U000150,2023-02-12 13:27:50,23,Central,Referral,Verified
U000151,2024-09-16 15:21:12,54,North,Organic,Pending
U000152,2023-07-25 09:50:44,60,East,Organic,Rejected
U000153,2024-10-31 21:15:55,45,North,Organic,Pending
U000154,2023-08-03 07:45:45,44,West,Organic,Verified
U000155,2023-11-14 01:13:49,23,North,Referral,Rejected
U000156,2024-04-28 04:46:38,30,North,Organic,Verified
U000157,2023-04-03 04:26:18,63,East,Social,Pending
U000158,2024-02-11 15:12:11,36,Central,Referral,Verified
U000159,2024-01-04 15:52:17,19,South,Organic,Verified
U000160,2024-07-26 05:53:47,56,East,Paid Search,Verified
U000161,2024-12-28 03:47:34,54,East,Paid Search,Verified
U000162,2024-04-29 22:46:23,21,West,Paid Search,Verified
U000163,2023-10-26 16:56:47,20,South,Paid Search,Pending
U000164,2023-10-24 15:53:52,24,East,Organic,Verified
U000165,2023-11-02 02:38:13,20,Central,Organic,Pending
U000166,2024-08-17 05:38:13,50,South,Organic,Verified
U000167,2023-08-23 11:41:58,25,South,Organic,Verified
U000168,2023-05-02 21:21:55,50,Central,Referral,Verified
U000169,2023-09-02 00:47:09,27,South,Social,Verified
U000170,2023-01-17 13:54:55,69,South,Referral,Verified
U000171,2023-03-19 11:37:04,56,South,Social,Verified
U000172,2023-03-07 17:38:18,37,West,Paid Search,Pending
U000173,2024-07-17 05:35:53,40,Central,Organic,Verified
U000174,2024-06-11 07:44:08,21,East,Affiliate,Verified
U000175,2024-05-23 15:25:27,20,East,Organic,Verified
U000176,2023-12-04 04:05:20,46,South,Organic,Verified
U000177,2024-06-07 10:51:54,19,North,Social,Pending
U000178,2023-04-28 17:28:53,51,North,Referral,Verified
U000179,2024-10-19 10:53:30,38,North,Social,Pending
U000180,2024-01-01 18:18:16,25,North,Organic,Verified
U000181,2024-11-15 18:39:37,46,West,Referral,Verified
U000182,2023-04-22 04:30:28,47,North,Organic,Verified
U000183,2023-12-30 01:13:22,57,North,Paid Search,Verified
U000184,2024-05-23 07:31:58,28,South,Social,Verified
U000185,2023-12-28 19:21:54,47,South,Paid Search,Verified
U000186,2023-11-22 16:39:28,62,North,Referral,Verified
U000187,2023-05-02 08:04:15,32,North,Social,Pending
U000188,2023-10-06 03:29:30,62,South,Affiliate,Pending
U000189,2023-06-24 07:11:05,56,East,Organic,Verified
U000190,2023-08-09 02:29:30,40,West,paid search ,Verified
U000191,2024-05-14 02:26:08,64,West,Social,Rejected
U000192,2024-04-05 02:33:03,69,West,Paid Search,Verified
U000193,2024-03-19 06:04:53,30,East,Paid Search,Verified
U000194,2023-09-22 02:57:24,69,Central,Organic,Verified
U000195,2024-12-01 13:48:50,18,East,Organic,Verified
U000196,2023-03-05 23:37:35,24,East,Social,Verified
U000197,2023-09-08 02:11:25,20,South,Paid Search,Verified
U000198,2023-03-28 03:27:48,37,South,Affiliate,Verified
U000199,2023-09-05 10:17:43,67,South,Organic,Verified
U000200,2024-12-03 04:26:49,49,North,Organic,Verified
U000201,2023-09-25 08:56:13,50,West,Paid Search,Verified
U000202,2024-10-25 06:20:01,22,North,Affiliate,Pending
U000203,2023-12-28 09:33:01,45,West,Organic,Verified
U000204,2024-05-25 18:52:08,38,Central,Organic,Verified
U000205,2023-11-30 21:57:15,43,East,Paid Search,Verified
U000206,2023-07-14 02:02:30,31,North,Organic,Verified
U000207,2024-07-11 21:18:00,28,South,Paid Search,Verified
U000208,2024-12-08 11:58:12,68,South,Paid Search,Verified
U000209,2023-07-12 08:57:20,47,Central,Organic,Verified
U000210,2024-07-22 11:42:57,39,West,Referral,unknown
U000211,2023-07-10 15:10:22,21,West,Organic,Verified
U000212,2024-06-07 07:54:58,58,East,Referral,Verified
U000213,2024-07-29 23:23:41,43,West,Affiliate,Verified
U000214,2023-11-25 00:48:48,38,West,Affiliate,Pending
U000215,2024-06-21 22:49:52,53,North,Referral,Verified
U000216,2023-07-18 17:40:19,24,North,Paid Search,Verified
U000217,2023-02-27 20:31:17,46,North,Organic,Verified
U000218,2023-03-12 08:46:10,63,East,Paid Search,Verified
U000219,2023-11-23 07:51:20,42,Central,Organic,Verified
U000220,2024-10-20 21:35:38,18,East,Referral,Verified
U000221,2023-04-04 03:08:47,30,East,Organic,Pending
U000222,2023-11-29 17:12:02,20,Central,Paid Search,Pending
U000223,2024-05-28 22:38:30,44,North,Paid Search,Pending
U000224,2023-05-28 17:24:22,37,North,Referral,Verified
U000225,2024-06-10 18:43:09,25,Central,Paid Search,Verified
U000226,2023-08-12 08:21:36,54,Central,Paid Search,Verified
U000227,2024-08-13 07:44:10,27,West,Referral,Verified
U000228,2024-02-27 19:55:36,36,South,Social,Verified
U000229,2024-02-04 05:48:55,70,Central,Referral,Verified
U000230,2023-05-10 01:03:32,21,West,Organic,Verified
U000231,2023-12-05 03:22:03,31,West,Affiliate,Verified
U000232,2024-09-17 07:52:56,34,North,Organic,Verified
U000233,2023-01-15 06:03:37,44,East,Organic,Verified
U000234,2024-07-07 17:15:43,30,West,Organic,Pending
U000235,2023-12-26 17:11:49,69,Central,Paid Search,Verified
U000236,2024-06-09 04:59:27,18,East,Referral,Verified
U000237,2024-04-29 04:58:52,68,East,Paid Search,Pending
U000238,2023-11-12 10:16:12,46,West,Affiliate,Verified
U000239,2023-08-14 07:50:57,0,East,Paid Search,Pending
U000240,2024-04-02 22:27:03,24,South,Organic,Verified
U000241,2023-04-13 08:43:45,23,North,Paid Search,Rejected
U000242,2024-03-02 09:23:47,33,North,Referral,Verified
U000243,2023-03-11 03:03:03,35,West,Paid Search,Verified
U000244,2024-04-19 09:18:44,51,North,Paid Search,Verified
U000245,2024-04-03 23:37:02,34,North,Paid Search,Verified
U000246,2023-03-03 15:27:52,56,Central,Paid Search,Verified
U000247,2024-07-06 23:11:16,33,West,Organic,Verified
U000248,2023-10-31 12:56:44,31,North,Affiliate,Rejected
U000249,2024-07-28 10:15:02,32,South,Organic,Verified
U000250,2023-01-31 09:04:49,35,West,Organic,Verified
U000251,2023-05-12 00:04:40,62,South,Referral,Verified
U000252,2023-12-27 14:43:08,31,East,Affiliate,Verified
U000253,2023-05-18 09:42:18,32,South,Referral,Verified
U000254,2023-08-29 19:10:06,68,North,Paid Search,Verified
U000255,2024-04-27 05:41:42,52,West,Social,Verified
U000256,2023-04-16 12:03:49,28,North,Paid Search,Verified
U000257,2024-05-09 17:21:19,64,East,Paid Search,Verified
U000258,2023-03-17 11:37:11,27,North,Referral,Verified
U000259,2023-05-08 21:14:39,26,North,Paid Search,Verified
U000260,2024-03-04 23:31:58,41,North,Paid Search,Rejected
U000261,2024-08-02 05:49:34,54,Central,Social,Pending
U000262,2023-05-05 12:47:19,28,North,Organic,Verified
U000263,2023-08-07 23:52:25,57,South,Organic,Pending
U000264,2024-11-06 08:06:16,26,North,Paid Search,Verified
U000265,2024-12-23 11:15:29,59,West,Paid Search,Verified
U000266,2024-02-29 04:11:28,23,South,Referral,Pending
U000267,2023-11-23 08:06:30,42,Central,paid search ,Verified
U000268,2023-09-11 05:09:32,51,West,Referral,Verified
U000269,2024-03-23 02:09:27,32,East,Social,Verified
U000270,2024-03-07 08:50:21,50,West,Organic,Verified
U000271,2023-08-04 04:04:23,54,North,Organic,Verified
U000272,2023-01-17 15:31:25,52,Central,Organic,Verified
U000273,2023-04-21 14:15:01,39,Central,Affiliate,Verified
U000274,2024-11-30 17:57:26,58,South,Organic,Verified
U000275,2023-11-02 06:04:26,56,East,Organic,Verified
U000276,2023-12-19 01:57:22,35,North,Paid Search,Verified
U000277,2023-12-07 23:43:27,56,East,Organic,Verified
U000278,2024-07-25 09:31:16,66,West,Referral,Verified
U000279,2023-02-17 10:02:20,61,Central,Social,Verified
U000280,2023-03-02 09:25:46,56,South,Organic,Verified
U000281,2023-07-21 08:50:37,-5,West,Paid Search,Verified
U000282,2023-12-22 06:15:14,60,West,Organic,Verified
U000283,2024-05-04 22:05:35,33,North,Organic,Rejected
U000284,2023-12-25 05:11:11,56,East,Organic,Verified
U000285,2023-11-19 01:15:52,28,West,Paid Search,Verified
U000286,2024-11-15 14:43:10,36,West,Paid Search,Rejected
U000287,2023-04-28 13:03:06,67,Central,Referral,Verified
U000288,2024-02-22 08:40:31,33,North,Affiliate,Verified
U000289,2024-01-31 20:07:35,62,North,Organic,Verified
U000290,2023-12-12 15:32:03,40,North,Referral,Verified
U000291,2024-08-12 13:06:25,29,North,Referral,Verified
U000292,2023-07-14 21:24:49,23,South,Organic,Verified
U000293,2024-11-27 06:06:01,47,Central,Paid Search,Verified
U000294,2023-08-31 01:05:19,41,South,Organic,Verified
U000295,2024-02-02 20:28:42,45,West,Organic,Verified
U000296,2024-01-16 02:10:49,20,South,Organic,Verified
U000297,2024-09-12 08:06:31,32,South,Organic,Pending
U000298,2023-11-17 09:43:43,18,West,Social,Pending
U000299,2023-07-27 17:28:22,34,West,Social,Verified
U000300,2023-01-16 18:38:37,67,South,Paid Search,Verified
U000301,2023-09-23 11:38:34,26,Central,Referral,Verified
U000302,2024-08-26 04:38:04,54,East,Social,Pending
U000303,2023-01-08 05:43:54,18,North,Paid Search,Pending
U000304,2024-10-16 04:44:12,47,East,Paid Search,Verified
U000305,2024-02-01 06:19:50,66,West,Referral,Verified
U000306,2023-04-13 09:09:50,36,South,Social,Verified
U000307,2023-08-09 14:10:54,28,West,Affiliate,Pending
U000308,2024-02-09 10:42:47,48,East,Organic,Verified
U000309,2023-08-19 10:55:36,32,East,Referral,Verified
U000310,2023-03-21 06:14:49,65,West,Organic,Verified
U000311,2024-05-01 04:07:30,62,East,Organic,Verified
U000312,2024-05-05 17:38:47,52,South,Paid Search,Pending
U000313,2023-03-28 18:40:36,51,North,Referral,Verified
U000314,2023-07-25 07:12:57,49,South,Organic,Verified
U000315,2023-06-28 00:39:33,56,South,Organic,Verified
U000316,2024-04-26 09:05:04,42,North,Referral,Verified
U000317,2024-06-17 02:46:43,69,East,Organic,Verified
U000318,2024-06-14 16:56:44,36,North,Affiliate,Verified
U000319,2024-11-16 07:05:49,18,North,Paid Search,Verified
U000320,2024-07-15 02:42:14,55,East,Referral,Verified
U000321,2023-08-23 02:18:13,53,South,Organic,Verified
U000322,2023-03-20 15:37:16,69,East,Social,Rejected
U000323,2024-03-24 16:32:32,38,West,Social,Verified
U000324,2024-10-30 16:31:39,40,South,Organic,Verified
U000325,2024-12-12 20:43:16,47,North,Referral,Pending
U000326,2023-06-18 01:20:56,38,East,Affiliate,Verified
U000327,2023-06-22 14:41:57,59,North,Organic,Verified
U000328,2023-01-28 07:28:04,40,East,Paid Search,Pending
U000329,2023-04-14 02:54:46,59,West,Affiliate,Verified
U000330,2024-02-10 01:00:54,40,East,Paid Search,Verified
U000331,2024-02-04 03:59:36,29,South,Social,Verified
U000332,2023-09-28 18:33:30,70,Central,Organic,Verified
U000333,2023-08-15 06:25:09,45,North,Social,Verified
U000334,2024-08-28 17:54:58,55,Central,Social,Verified
U000335,2023-12-02 19:47:40,49,West,Organic,Verified
U000336,2024-08-13 00:33:56,37,South,Paid Search,Verified
U000337,2024-12-04 03:28:19,69,North,Referral,Verified
U000338,2023-08-20 12:16:24,37,North,Social,Verified
U000339,2023-05-28 23:58:30,70,Central,Organic,Pending
U000340,2024-11-26 14:47:50,40,North,Organic,Verified
U000341,2024-04-08 10:14:26,19,Central,Affiliate,Verified
U000342,2023-08-01 08:52:49,19,East,Paid Search,Verified
U000343,2024-03-29 22:59:13,69,East,Referral,Verified
U000344,2024-01-11 23:48:03,45,East,Paid Search,Verified
U000345,2024-10-23 00:55:26,38,North,Social,Verified
U000346,2023-07-06 20:30:30,61,South,Organic,Verified
U000347,2024-12-24 17:01:36,50,Central,Social,Verified
U000348,2024-11-14 07:29:00,53,North,Paid Search,Verified
U000349,2023-05-12 21:53:56,54,Central,Social,Verified
U000350,2023-05-01 03:55:44,28,Central,Organic,Verified
U000351,2024-01-25 04:54:27,22,North,Referral,Verified
U000352,2023-02-02 18:50:02,56,East,Affiliate,Rejected
U000353,2023-08-07 02:56:24,19,North,Affiliate,Pending
U000354,2023-11-14 14:54:01,56,East,Organic,Pending
U000355,2024-12-08 15:25:13,24,Central,Paid Search,Pending
U000356,2024-12-25 10:25:11,31,Central,Organic,Verified
U000357,2023-04-21 14:58:47,55,Central,Organic,Verified
U000358,2024-10-12 22:11:08,51,North,Referral,Verified
U000359,2023-03-08 09:04:22,59,East,Social,Rejected
U000360,2024-06-30 11:36:45,50,North,Referral,Verified
U000361,2024-09-09 07:39:36,20,Central,Organic,Verified
U000362,2024-10-12 06:41:03,62,North,Organic,Pending
U000363,2023-06-13 02:16:56,29,North,Paid Search,Verified
U000364,2024-10-14 05:11:06,25,North,Organic,Verified
U000365,2023-03-26 15:59:07,110,North,Affiliate,Verified
U000366,2024-01-14 18:23:54,28,North,Organic,Verified
U000367,2023-12-09 18:26:01,46,North,Organic,Verified
U000368,2023-08-19 15:04:37,43,Central,Referral,Pending
U000369,2023-01-17 03:26:25,58,West,Organic,Verified
U000370,2024-07-17 13:39:28,20,South,Paid Search,Pending
U000371,2023-09-02 23:25:32,23,West,Paid Search,Verified
U000372,2024-04-28 00:18:19,40,South,Organic,Verified
U000373,2023-10-27 11:03:11,43,West,Paid Search,Verified
U000374,2023-09-30 18:29:00,59,South,Paid Search,Verified
U000375,2024-10-08 23:54:16,50,East,Referral,Pending
U000376,2023-03-10 23:03:21,25,South,Organic,Verified
U000377,2024-06-21 17:32:09,69,North,Paid Search,Verified
U000378,2024-06-29 03:45:14,42,East,Referral,Verified
U000379,2023-10-05 09:27:00,69,West,Organic,Rejected
U000380,2023-07-11 14:18:29,70,West,Organic,Verified
U000381,2023-01-04 20:58:47,20,South,Organic,Verified
U000382,2024-11-14 20:57:59,44,East,Organic,Verified
U000383,2024-11-22 20:15:18,40,West,Organic,Verified
U000384,2023-06-25 21:48:16,44,North,Social,Verified
U000385,2023-01-24 07:04:53,34,North,Paid Search,Verified
U000386,2023-03-31 14:43:08,47,South,Paid Search,Verified
U000387,2023-02-19 09:06:10,44,North,Organic,Verified
U000388,2024-08-29 17:05:38,27,South,Organic,Verified
U000389,2024-10-13 02:17:19,33,North,Referral,Verified
U000390,2023-04-22 21:32:28,25,East,Referral,Verified
U000391,2024-06-29 02:52:30,62,West,Social,Verified
U000392,2023-05-11 20:46:50,53,West,Organic,Verified
U000393,2023-09-26 01:30:05,38,West,Organic,Verified
U000394,2024-03-13 13:11:11,38,South,Referral,Verified
U000395,2024-06-09 13:07:02,22,Central,Organic,Verified
U000396,2024-09-30 10:19:37,33,West,Organic,Verified
U000397,2023-02-02 16:37:49,66,East,Organic,Verified
U000398,2023-05-24 09:32:07,19,North,Organic,Verified
U000399,2023-07-24 18:30:39,25,East,Affiliate,Pending
U000400,2023-08-15 12:52:14,62,East,Affiliate,Verified
U000401,2024-12-29 13:26:53,45,West,Referral,Verified
U000402,2024-07-21 12:07:57,19,West,Paid Search,Pending
U000403,2023-08-22 21:42:35,43,Central,Referral,Verified
U000404,2024-12-10 10:23:56,57,Central,Referral,Verified
U000405,2023-12-31 11:51:30,36,East,Affiliate,Verified
U000406,2024-01-01 12:59:08,38,Central,Paid Search,Verified
U000407,2023-11-13 14:24:13,51,Central,Social,Verified
U000408,2023-04-16 01:05:03,49,North,Organic,Verified
U000409,2024-11-13 02:12:21,65,East,Referral,unknown
U000410,2023-01-11 04:09:49,31,North,Affiliate,Rejected
U000411,2023-05-08 05:21:35,32,South,Social,Verified
U000412,2023-06-17 15:34:25,26,South,Social,Pending
U000413,2023-07-23 21:17:32,53,East,Paid Search,Verified
U000414,2023-04-07 05:31:30,46,North,Referral,Rejected
U000415,2023-01-14 02:41:02,36,North,Organic,Verified
U000416,2024-05-09 16:34:47,54,North,Referral,Verified
U000417,2024-12-08 14:18:34,37,West,Organic,Verified
U000418,2023-03-30 22:30:19,28,Central,Paid Search,Verified
U000419,2023-08-05 11:17:48,46,Central,Social,Pending
U000420,2024-01-05 14:54:01,41,South,Affiliate,Verified
U000421,2024-11-08 01:50:29,39,South,Paid Search,Verified
U000422,2024-05-21 19:28:40,41,West,Organic,Pending
U000423,2024-07-13 07:36:57,66,North,Paid Search,Verified
U000424,2024-02-29 05:09:46,29,Central,Organic,Verified
U000425,2023-11-01 10:28:01,32,,Organic,Rejected
U000426,2023-05-26 20:04:09,47,East,Social,Verified
U000427,2024-09-22 22:47:16,20,North,Paid Search,Verified
U000428,2024-08-10 00:15:42,25,North,Organic,Verified
U000429,2023-01-19 07:46:30,48,East,Referral,Verified
U000430,2024-06-06 05:55:58,45,South,Organic,Verified
U000431,2023-03-03 14:28:46,52,West,Paid Search,Verified
U000432,2024-06-23 10:59:59,24,East,Organic,Verified
U000433,2024-08-25 22:42:40,63,South,Organic,Verified
U000434,2023-04-06 16:07:54,43,North,Paid Search,Verified
U000435,2023-11-13 16:48:15,26,East,Referral,Verified
U000436,2023-04-01 08:09:59,34,North,Paid Search,Verified
U000437,2024-02-19 02:47:03,30,West,Affiliate,Verified
U000438,2024-11-08 02:53:45,41,East,Social,Verified
U000439,2023-03-01 00:50:04,42,West,Affiliate,Verified
U000440,2023-10-18 05:34:11,40,South,Social,Pending
U000441,2024-12-11 09:04:17,42,South,Social,Verified
U000442,2023-08-08 16:37:15,66,West,Affiliate,Verified
U000443,2023-04-07 12:26:12,68,West,Organic,Verified
U000444,2023-12-23 15:59:32,43,West,Organic,Verified
U000445,2024-01-07 02:41:15,69,East,Referral,Verified
U000446,2024-04-28 21:22:51,61,Central,Affiliate,Verified
U000447,2023-08-18 00:40:55,61,North,Affiliate,Verified
U000448,2024-11-28 14:31:10,29,South,Referral,Verified
U000449,2024-01-16 08:19:06,41,West,Affiliate,Verified
U000450,2023-07-29 02:32:16,36,North,Referral,Pending
U000451,2024-12-02 00:11:00,23,West,Referral,Pending
U000452,2024-11-06 02:38:37,21,South,Organic,Verified
U000453,2023-12-31 09:22:00,50,North,Paid Search,Verified
U000454,2023-01-19 03:32:17,40,North,Organic,Verified
U000455,2024-03-11 18:19:14,61,West,Organic,Verified
U000456,2024-02-10 07:04:10,53,West,Paid Search,Verified
U000457,2023-04-19 04:36:42,22,South,Organic,Verified
U000458,2024-04-07 19:14:38,62,North,Social,Verified
U000459,2024-09-05 18:42:12,44,South,Paid Search,Verified
U000460,2023-03-19 07:19:21,47,North,Referral,Pending
U000461,2024-06-12 00:36:45,69,West,Organic,Verified
U000462,2023-04-13 10:44:59,51,North,Affiliate,Verified
U000463,2024-06-30 15:26:10,19,North,Paid Search,Verified
U000464,2023-11-02 22:52:58,27,North,Paid Search,Pending
U000465,2023-01-05 18:04:23,40,East,Referral,Pending
U000466,2024-12-06 08:22:59,19,West,Paid Search,Verified
U000467,2023-05-02 03:48:03,26,West,Paid Search,Verified
U000468,2024-03-11 02:39:55,59,East,Referral,Verified
U000469,2023-05-13 11:19:24,25,Central,Affiliate,Verified
