user_id,signup_date,age,region,acquisition_channel,kyc_status,signup_month
U000101,2024-08-30 21:32:52,57,South,Paid Search,Verified,2024-08
U000102,2023-05-26 22:23:30,51,South,Organic,Pending,2023-05
U000103,2024-08-10 13:49:56,64,West,Affiliate,Verified,2024-08
U000104,2023-01-06 08:59:13,39,North,Organic,Verified,2023-01
U000105,2024-08-04 16:40:55,32,East,Organic,Verified,2024-08
U000106,2024-07-28 10:54:54,26,South,Affiliate,Pending,2024-07
U000107,2024-07-23 15:58:58,66,South,Organic,Verified,2024-07
U000108,2024-04-30 08:11:13,39,West,Referral,Verified,2024-04
U000109,2023-12-11 05:51:22,61,North,Paid Search,Verified,2023-12
U000110,2024-05-29 18:29:50,35,South,Affiliate,Pending,2024-05
U000111,2023-07-22 07:10:15,68,South,Organic,Verified,2023-07
U000112,2024-07-23 22:22:21,64,West,Organic,Pending,2024-07
U000113,2024-02-10 14:56:05,34,North,Organic,Pending,2024-02
U000114,2023-12-02 00:12:15,43,Central,Social,Verified,2023-12
U000115,2024-01-05 02:13:17,60,Central,Affiliate,Pending,2024-01
U000116,2024-02-20 04:20:44,29,West,Organic,Verified,2024-02
U000117,2023-01-28 04:50:08,19,South,Organic,Verified,2023-01
U000118,2023-04-13 01:14:36,33,West,Organic,Verified,2023-04
U000119,2023-06-29 04:49:48,49,North,Organic,Pending,2023-06
U000120,2023-03-25 14:34:00,25,Central,Organic,Verified,2023-03
U000121,2023-11-17 22:01:47,35,East,Social,Verified,2023-11
U000122,2024-05-02 22:25:11,66,North,Organic,Verified,2024-05
U000123,2024-04-22 17:35:37,21,South,Social,Verified,2024-04
U000124,2023-12-10 21:36:19,20,West,Organic,Verified,2023-12
U000125,2024-09-16 05:00:06,40,Central,Affiliate,Verified,2024-09
U000126,2024-02-17 14:56:11,18,East,Paid Search,Verified,2024-02
U000127,2023-02-27 19:32:18,19,East,Organic,Verified,2023-02
U000128,2024-07-12 10:46:47,27,West,Affiliate,Verified,2024-07
U000129,2024-02-24 11:00:10,23,West,Organic,Pending,2024-02
U000130,2024-04-08 08:15:53,60,West,Affiliate,Verified,2024-04
U000131,2024-02-17 17:20:26,24,South,Referral,Verified,2024-02
U000132,2024-02-09 02:42:39,45,East,Social,Pending,2024-02
U000133,2023-03-08 02:43:25,55,West,Affiliate,Verified,2023-03
U000134,2024-02-13 05:18:34,51,North,Organic,Verified,2024-02
U000135,2024-08-03 06:52:08,52,South,Paid Search,Verified,2024-08
U000136,2023-08-10 21:12:20,36,North,Referral,Verified,2023-08
U000137,2024-03-16 01:43:33,65,South,Organic,Verified,2024-03
U000138,2023-01-23 11:55:42,21,West,Paid Search,Pending,2023-01
U000139,2023-09-11 16:11:09,23,North,Organic,Verified,2023-09
U000140,2023-11-15 19:17:19,63,East,Referral,Verified,2023-11
U000141,2024-12-18 09:34:35,21,North,Paid Search,Verified,2024-12
U000142,2023-06-06 15:31:24,28,Central,Organic,Pending,2023-06
U000143,2023-07-21 21:07:36,27,West,Social,Verified,2023-07
U000144,2023-10-26 05:25:18,19,East,Affiliate,Verified,2023-10
U000145,2024-12-25 15:30:05,24,West,Organic,Verified,2024-12
U000146,2024-09-14 23:37:18,48,North,Organic,Verified,2024-09
U000147,2023-01-26 07:49:14,53,West,Referral,Verified,2023-01
U000148,2023-06-20 18:37:11,22,West,Organic,Pending,2023-06
U000149,2024-08-22 19:44:10,67,North,Referral,Verified,2024-08
U000150,2023-02-12 13:27:50,23,Central,Referral,Verified,2023-02
U000151,2024-09-16 15:21:12,54,North,Organic,Pending,2024-09
U000152,2023-07-25 09:50:44,60,East,Organic,Rejected,2023-07
U000153,2024-10-31 21:15:55,45,North,Organic,Pending,2024-10
U000154,2023-08-03 07:45:45,44,West,Organic,Verified,2023-08
U000155,2023-11-14 01:13:49,23,North,Referral,Rejected,2023-11
U000156,2024-04-28 04:46:38,30,North,Organic,Verified,2024-04
U000157,2023-04-03 04:26:18,63,East,Social,Pending,2023-04
U000158,2024-02-11 15:12:11,36,Central,Referral,Verified,2024-02
U000159,2024-01-04 15:52:17,19,South,Organic,Verified,2024-01
U000160,2024-07-26 05:53:47,56,East,Paid Search,Verified,2024-07
U000161,2024-12-28 03:47:34,54,East,Paid Search,Verified,2024-12
U000162,2024-04-29 22:46:23,21,West,Paid Search,Verified,2024-04
U000163,2023-10-26 16:56:47,20,South,Paid Search,Pending,2023-10
U000164,2023-10-24 15:53:52,24,East,Organic,Verified,2023-10
U000165,2023-11-02 02:38:13,20,Central,Organic,Pending,2023-11
U000166,2024-08-17 05:38:13,50,South,Organic,Verified,2024-08
U000167,2023-08-23 11:41:58,25,South,Organic,Verified,2023-08
U000168,2023-05-02 21:21:55,50,Central,Referral,Verified,2023-05
U000169,2023-09-02 00:47:09,27,South,Social,Verified,2023-09
U000170,2023-01-17 13:54:55,69,South,Referral,Verified,2023-01
U000171,2023-03-19 11:37:04,56,South,Social,Verified,2023-03
U000172,2023-03-07 17:38:18,37,West,Paid Search,Pending,2023-03
U000173,2024-07-17 05:35:53,40,Central,Organic,Verified,2024-07
U000174,2024-06-11 07:44:08,21,East,Affiliate,Verified,2024-06
U000175,2024-05-23 15:25:27,20,East,Organic,Verified,2024-05
U000176,2023-12-04 04:05:20,46,South,Organic,Verified,2023-12
U000177,2024-06-07 10:51:54,19,North,Social,Pending,2024-06
U000178,2023-04-28 17:28:53,51,North,Referral,Verified,2023-04
U000179,2024-10-19 10:53:30,38,North,Social,Pending,2024-10
U000180,2024-01-01 18:18:16,25,North,Organic,Verified,2024-01
U000181,2024-11-15 18:39:37,46,West,Referral,Verified,2024-11
U000182,2023-04-22 04:30:28,47,North,Organic,Verified,2023-04
U000183,2023-12-30 01:13:22,57,North,Paid Search,Verified,2023-12
U000184,2024-05-23 07:31:58,28,South,Social,Verified,2024-05
U000185,2023-12-28 19:21:54,47,South,Paid Search,Verified,2023-12
U000186,2023-11-22 16:39:28,62,North,Referral,Verified,2023-11
U000187,2023-05-02 08:04:15,32,North,Social,Pending,2023-05
U000188,2023-10-06 03:29:30,62,South,Affiliate,Pending,2023-10
U000189,2023-06-24 07:11:05,56,East,Organic,Verified,2023-06
U000190,2023-08-09 02:29:30,40,West,Paid Search,Verified,2023-08
U000191,2024-05-14 02:26:08,64,West,Social,Rejected,2024-05
U000192,2024-04-05 02:33:03,69,West,Paid Search,Verified,2024-04
U000193,2024-03-19 06:04:53,30,East,Paid Search,Verified,2024-03
U000194,2023-09-22 02:57:24,69,Central,Organic,Verified,2023-09
U000195,2024-12-01 13:48:50,18,East,Organic,Verified,2024-12
U000196,2023-03-05 23:37:35,24,East,Social,Verified,2023-03
U000197,2023-09-08 02:11:25,20,South,Paid Search,Verified,2023-09
U000198,2023-03-28 03:27:48,37,South,Affiliate,Verified,2023-03
U000199,2023-09-05 10:17:43,67,South,Organic,Verified,2023-09
U000200,2024-12-03 04:26:49,49,North,Organic,Verified,2024-12
U000201,2023-09-25 08:56:13,50,West,Paid Search,Verified,2023-09
U000202,2024-10-25 06:20:01,22,North,Affiliate,Pending,2024-10
U000203,2023-12-28 09:33:01,45,West,Organic,Verified,2023-12
U000204,2024-05-25 18:52:08,38,Central,Organic,Verified,2024-05
U000205,2023-11-30 21:57:15,43,East,Paid Search,Verified,2023-11
U000206,2023-07-14 02:02:30,31,North,Organic,Verified,2023-07
U000207,2024-07-11 21:18:00,28,South,Paid Search,Verified,2024-07
U000208,2024-12-08 11:58:12,68,South,Paid Search,Verified,2024-12
U000209,2023-07-12 08:57:20,47,Central,Organic,Verified,2023-07
U000210,2024-07-22 11:42:57,39,West,Referral,Unknown,2024-07
U000211,2023-07-10 15:10:22,21,West,Organic,Verified,2023-07
U000212,2024-06-07 07:54:58,58,East,Referral,Verified,2024-06
U000213,2024-07-29 23:23:41,43,West,Affiliate,Verified,2024-07
U000214,2023-11-25 00:48:48,38,West,Affiliate,Pending,2023-11
U000215,2024-06-21 22:49:52,53,North,Referral,Verified,2024-06
U000216,2023-07-18 17:40:19,24,North,Paid Search,Verified,2023-07
U000217,2023-02-27 20:31:17,46,North,Organic,Verified,2023-02
U000218,2023-03-12 08:46:10,63,East,Paid Search,Verified,2023-03
U000219,2023-11-23 07:51:20,42,Central,Organic,Verified,2023-11
U000220,2024-10-20 21:35:38,18,East,Referral,Verified,2024-10
U000221,2023-04-04 03:08:47,30,East,Organic,Pending,2023-04
U000222,2023-11-29 17:12:02,20,Central,Paid Search,Pending,2023-11
U000223,2024-05-28 22:38:30,44,North,Paid Search,Pending,2024-05
U000224,2023-05-28 17:24:22,37,North,Referral,Verified,2023-05
U000225,2024-06-10 18:43:09,25,Central,Paid Search,Verified,2024-06
U000226,2023-08-12 08:21:36,54,Central,Paid Search,Verified,2023-08
U000227,2024-08-13 07:44:10,27,West,Referral,Verified,2024-08
U000228,2024-02-27 19:55:36,36,South,Social,Verified,2024-02
U000229,2024-02-04 05:48:55,70,Central,Referral,Verified,2024-02
U000230,2023-05-10 01:03:32,21,West,Organic,Verified,2023-05
U000231,2023-12-05 03:22:03,31,West,Affiliate,Verified,2023-12
U000232,2024-09-17 07:52:56,34,North,Organic,Verified,2024-09
U000233,2023-01-15 06:03:37,44,East,Organic,Verified,2023-01
U000234,2024-07-07 17:15:43,30,West,Organic,Pending,2024-07
U000235,2023-12-26 17:11:49,69,Central,Paid Search,Verified,2023-12
U000236,2024-06-09 04:59:27,18,East,Referral,Verified,2024-06
U000237,2024-04-29 04:58:52,68,East,Paid Search,Pending,2024-04
U000238,2023-11-12 10:16:12,46,West,Affiliate,Verified,2023-11
U000239,2023-08-14 07:50:57,44,East,Paid Search,Pending,2023-08
U000240,2024-04-02 22:27:03,24,South,Organic,Verified,2024-04
U000241,2023-04-13 08:43:45,23,North,Paid Search,Rejected,2023-04
U000242,2024-03-02 09:23:47,33,North,Referral,Verified,2024-03
U000243,2023-03-11 03:03:03,35,West,Paid Search,Verified,2023-03
U000244,2024-04-19 09:18:44,51,North,Paid Search,Verified,2024-04
U000245,2024-04-03 23:37:02,34,North,Paid Search,Verified,2024-04
U000246,2023-03-03 15:27:52,56,Central,Paid Search,Verified,2023-03
U000247,2024-07-06 23:11:16,33,West,Organic,Verified,2024-07
U000248,2023-10-31 12:56:44,31,North,Affiliate,Rejected,2023-10
U000249,2024-07-28 10:15:02,32,South,Organic,Verified,2024-07
U000250,2023-01-31 09:04:49,35,West,Organic,Verified,2023-01
U000251,2023-05-12 00:04:40,62,South,Referral,Verified,2023-05
U000252,2023-12-27 14:43:08,31,East,Affiliate,Verified,2023-12
U000253,2023-05-18 09:42:18,32,South,Referral,Verified,2023-05
U000254,2023-08-29 19:10:06,68,North,Paid Search,Verified,2023-08
U000255,2024-04-27 05:41:42,52,West,Social,Verified,2024-04
U000256,2023-04-16 12:03:49,28,North,Paid Search,Verified,2023-04
U000257,2024-05-09 17:21:19,64,East,Paid Search,Verified,2024-05
U000258,2023-03-17 11:37:11,27,North,Referral,Verified,2023-03
U000259,2023-05-08 21:14:39,26,North,Paid Search,Verified,2023-05
U000260,2024-03-04 23:31:58,41,North,Paid Search,Rejected,2024-03
U000261,2024-08-02 05:49:34,54,Central,Social,Pending,2024-08
U000262,2023-05-05 12:47:19,28,North,Organic,Verified,2023-05
U000263,2023-08-07 23:52:25,57,South,Organic,Pending,2023-08
U000264,2024-11-06 08:06:16,26,North,Paid Search,Verified,2024-11
U000265,2024-12-23 11:15:29,59,West,Paid Search,Verified,2024-12
U000266,2024-02-29 04:11:28,23,South,Referral,Pending,2024-02
U000267,2023-11-23 08:06:30,42,Central,Paid Search,Verified,2023-11
U000268,2023-09-11 05:09:32,51,West,Referral,Verified,2023-09
U000269,2024-03-23 02:09:27,32,East,Social,Verified,2024-03
U000270,2024-03-07 08:50:21,50,West,Organic,Verified,2024-03
U000271,2023-08-04 04:04:23,54,North,Organic,Verified,2023-08
U000272,2023-01-17 15:31:25,52,Central,Organic,Verified,2023-01
U000273,2023-04-21 14:15:01,39,Central,Affiliate,Verified,2023-04
U000274,2024-11-30 17:57:26,58,South,Organic,Verified,2024-11
U000275,2023-11-02 06:04:26,56,East,Organic,Verified,2023-11
U000276,2023-12-19 01:57:22,35,North,Paid Search,Verified,2023-12
U000277,2023-12-07 23:43:27,56,East,Organic,Verified,2023-12
U000278,2024-07-25 09:31:16,66,West,Referral,Verified,2024-07
U000279,2023-02-17 10:02:20,61,Central,Social,Verified,2023-02
U000280,2023-03-02 09:25:46,56,South,Organic,Verified,2023-03
U000281,2023-07-21 08:50:37,44,West,Paid Search,Verified,2023-07
U000282,2023-12-22 06:15:14,60,West,Organic,Verified,2023-12
U000283,2024-05-04 22:05:35,33,North,Organic,Rejected,2024-05
U000284,2023-12-25 05:11:11,56,East,Organic,Verified,2023-12
U000285,2023-11-19 01:15:52,28,West,Paid Search,Verified,2023-11
U000286,2024-11-15 14:43:10,36,West,Paid Search,Rejected,2024-11
U000287,2023-04-28 13:03:06,67,Central,Referral,Verified,2023-04
U000288,2024-02-22 08:40:31,33,North,Affiliate,Verified,2024-02
U000289,2024-01-31 20:07:35,62,North,Organic,Verified,2024-01
U000290,2023-12-12 15:32:03,40,North,Referral,Verified,2023-12
U000291,2024-08-12 13:06:25,29,North,Referral,Verified,2024-08
U000292,2023-07-14 21:24:49,23,South,Organic,Verified,2023-07
U000293,2024-11-27 06:06:01,47,Central,Paid Search,Verified,2024-11
U000294,2023-08-31 01:05:19,41,South,Organic,Verified,2023-08
U000295,2024-02-02 20:28:42,45,West,Organic,Verified,2024-02
U000296,2024-01-16 02:10:49,20,South,Organic,Verified,2024-01
U000297,2024-09-12 08:06:31,32,South,Organic,Pending,2024-09
U000298,2023-11-17 09:43:43,18,West,Social,Pending,2023-11
U000299,2023-07-27 17:28:22,34,West,Social,Verified,2023-07
U000300,2023-01-16 18:38:37,67,South,Paid Search,Verified,2023-01
U000301,2023-09-23 11:38:34,26,Central,Referral,Verified,2023-09
U000302,2024-08-26 04:38:04,54,East,Social,Pending,2024-08
U000303,2023-01-08 05:43:54,18,North,Paid Search,Pending,2023-01
U000304,2024-10-16 04:44:12,47,East,Paid Search,Verified,2024-10
U000305,2024-02-01 06:19:50,66,West,Referral,Verified,2024-02
U000306,2023-04-13 09:09:50,36,South,Social,Verified,2023-04
U000307,2023-08-09 14:10:54,28,West,Affiliate,Pending,2023-08
U000308,2024-02-09 10:42:47,48,East,Organic,Verified,2024-02
U000309,2023-08-19 10:55:36,32,East,Referral,Verified,2023-08
U000310,2023-03-21 06:14:49,65,West,Organic,Verified,2023-03
U000311,2024-05-01 04:07:30,62,East,Organic,Verified,2024-05
U000312,2024-05-05 17:38:47,52,South,Paid Search,Pending,2024-05
U000313,2023-03-28 18:40:36,51,North,Referral,Verified,2023-03
U000314,2023-07-25 07:12:57,49,South,Organic,Verified,2023-07
U000315,2023-06-28 00:39:33,56,South,Organic,Verified,2023-06
U000316,2024-04-26 09:05:04,42,North,Referral,Verified,2024-04
U000317,2024-06-17 02:46:43,69,East,Organic,Verified,2024-06
U000318,2024-06-14 16:56:44,36,North,Affiliate,Verified,2024-06
U000319,2024-11-16 07:05:49,18,North,Paid Search,Verified,2024-11
U000320,2024-07-15 02:42:14,55,East,Referral,Verified,2024-07
U000321,2023-08-23 02:18:13,53,South,Organic,Verified,2023-08
U000322,2023-03-20 15:37:16,69,East,Social,Rejected,2023-03
U000323,2024-03-24 16:32:32,38,West,Social,Verified,2024-03
U000324,2024-10-30 16:31:39,40,South,Organic,Verified,2024-10
U000325,2024-12-12 20:43:16,47,North,Referral,Pending,2024-12
U000326,2023-06-18 01:20:56,38,East,Affiliate,Verified,2023-06
U000327,2023-06-22 14:41:57,59,North,Organic,Verified,2023-06
U000328,2023-01-28 07:28:04,40,East,Paid Search,Pending,2023-01
U000329,2023-04-14 02:54:46,59,West,Affiliate,Verified,2023-04
U000330,2024-02-10 01:00:54,40,East,Paid Search,Verified,2024-02
U000331,2024-02-04 03:59:36,29,South,Social,Verified,2024-02
U000332,2023-09-28 18:33:30,70,Central,Organic,Verified,2023-09
U000333,2023-08-15 06:25:09,45,North,Social,Verified,2023-08
U000334,2024-08-28 17:54:58,55,Central,Social,Verified,2024-08
U000335,2023-12-02 19:47:40,49,West,Organic,Verified,2023-12
U000336,2024-08-13 00:33:56,37,South,Paid Search,Verified,2024-08
U000337,2024-12-04 03:28:19,69,North,Referral,Verified,2024-12
U000338,2023-08-20 12:16:24,37,North,Social,Verified,2023-08
U000339,2023-05-28 23:58:30,70,Central,Organic,Pending,2023-05
U000340,2024-11-26 14:47:50,40,North,Organic,Verified,2024-11
U000341,2024-04-08 10:14:26,19,Central,Affiliate,Verified,2024-04
U000342,2023-08-01 08:52:49,19,East,Paid Search,Verified,2023-08
U000343,2024-03-29 22:59:13,69,East,Referral,Verified,2024-03
U000344,2024-01-11 23:48:03,45,East,Paid Search,Verified,2024-01
U000345,2024-10-23 00:55:26,38,North,Social,Verified,2024-10
U000346,2023-07-06 20:30:30,61,South,Organic,Verified,2023-07
U000347,2024-12-24 17:01:36,50,Central,Social,Verified,2024-12
U000348,2024-11-14 07:29:00,53,North,Paid Search,Verified,2024-11
U000349,2023-05-12 21:53:56,54,Central,Social,Verified,2023-05
U000350,2023-05-01 03:55:44,28,Central,Organic,Verified,2023-05
U000351,2024-01-25 04:54:27,22,North,Referral,Verified,2024-01
U000352,2023-02-02 18:50:02,56,East,Affiliate,Rejected,2023-02
U000353,2023-08-07 02:56:24,19,North,Affiliate,Pending,2023-08
U000354,2023-11-14 14:54:01,56,East,Organic,Pending,2023-11
U000355,2024-12-08 15:25:13,24,Central,Paid Search,Pending,2024-12
U000356,2024-12-25 10:25:11,31,Central,Organic,Verified,2024-12
U000357,2023-04-21 14:58:47,55,Central,Organic,Verified,2023-04
U000358,2024-10-12 22:11:08,51,North,Referral,Verified,2024-10
U000359,2023-03-08 09:04:22,59,East,Social,Rejected,2023-03
U000360,2024-06-30 11:36:45,50,North,Referral,Verified,2024-06
U000361,2024-09-09 07:39:36,20,Central,Organic,Verified,2024-09
U000362,2024-10-12 06:41:03,62,North,Organic,Pending,2024-10
U000363,2023-06-13 02:16:56,29,North,Paid Search,Verified,2023-06
U000364,2024-10-14 05:11:06,25,North,Organic,Verified,2024-10
U000365,2023-03-26 15:59:07,44,North,Affiliate,Verified,2023-03
U000366,2024-01-14 18:23:54,28,North,Organic,Verified,2024-01
U000367,2023-12-09 18:26:01,46,North,Organic,Verified,2023-12
U000368,2023-08-19 15:04:37,43,Central,Referral,Pending,2023-08
U000369,2023-01-17 03:26:25,58,West,Organic,Verified,2023-01
U000370,2024-07-17 13:39:28,20,South,Paid Search,Pending,2024-07
U000371,2023-09-02 23:25:32,23,West,Paid Search,Verified,2023-09
U000372,2024-04-28 00:18:19,40,South,Organic,Verified,2024-04
U000373,2023-10-27 11:03:11,43,West,Paid Search,Verified,2023-10
U000374,2023-09-30 18:29:00,59,South,Paid Search,Verified,2023-09
U000375,2024-10-08 23:54:16,50,East,Referral,Pending,2024-10
U000376,2023-03-10 23:03:21,25,South,Organic,Verified,2023-03
U000377,2024-06-21 17:32:09,69,North,Paid Search,Verified,2024-06
U000378,2024-06-29 03:45:14,42,East,Referral,Verified,2024-06
U000379,2023-10-05 09:27:00,69,West,Organic,Rejected,2023-10
U000380,2023-07-11 14:18:29,70,West,Organic,Verified,2023-07
U000381,2023-01-04 20:58:47,20,South,Organic,Verified,2023-01
U000382,2024-11-14 20:57:59,44,East,Organic,Verified,2024-11
U000383,2024-11-22 20:15:18,40,West,Organic,Verified,2024-11
U000384,2023-06-25 21:48:16,44,North,Social,Verified,2023-06
U000385,2023-01-24 07:04:53,34,North,Paid Search,Verified,2023-01
U000386,2023-03-31 14:43:08,47,South,Paid Search,Verified,2023-03
U000387,2023-02-19 09:06:10,44,North,Organic,Verified,2023-02
U000388,2024-08-29 17:05:38,27,South,Organic,Verified,2024-08
U000389,2024-10-13 02:17:19,33,North,Referral,Verified,2024-10
U000390,2023-04-22 21:32:28,25,East,Referral,Verified,2023-04
U000391,2024-06-29 02:52:30,62,West,Social,Verified,2024-06
U000392,2023-05-11 20:46:50,53,West,Organic,Verified,2023-05
U000393,2023-09-26 01:30:05,38,West,Organic,Verified,2023-09
U000394,2024-03-13 13:11:11,38,South,Referral,Verified,2024-03
U000395,2024-06-09 13:07:02,22,Central,Organic,Verified,2024-06
U000396,2024-09-30 10:19:37,33,West,Organic,Verified,2024-09
U000397,2023-02-02 16:37:49,66,East,Organic,Verified,2023-02
U000398,2023-05-24 09:32:07,19,North,Organic,Verified,2023-05
U000399,2023-07-24 18:30:39,25,East,Affiliate,Pending,2023-07
U000400,2023-08-15 12:52:14,62,East,Affiliate,Verified,2023-08
U000401,2024-12-29 13:26:53,45,West,Referral,Verified,2024-12
